dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda
openml_45462_timing-attack-dataset-16-micro,real_openml,real_openml,1.1376,11,124,2000,7998,0.0,0.0,,0.0,0.0,False,1996,0.03479599912497061,0.6644932022958704,0.005544704710115763,0.003684418588609819,1.1379821958456973,0.4625729209733596,1.2066751772418582,0.0001335878802549706,0.06210950874500065,0.04330912465195975,3.4585477963343223,,,0.004227016050461151,0.054926878700545634,0.12659537529041787,0.6968492640309573,730.1504772914951,,,,,0.974604106877207,0.013279248117764294,0.8189060654565793,0.026699581105252213,3.9163839570042938,1.1943269038717004,0.05608976381211377,0.9994530644455243,0.004736760303388228,0.013171471126185465,,,,,,124.0,11.0,1996.0,0.030151661226949088,0.05545703326852401,0.018031241671373772,,,0.9457548098948977
openml_45495_timing-attack-dataset-15-micro,real_openml,real_openml,1.1141,11,124,2000,7996,0.0,0.0,,0.0,0.0,False,1994,0.034863970550820196,0.5898451170368991,0.005792918999843392,0.003416924985447902,1.1135371179039302,0.46257403863570734,1.206678092752294,0.0001359523147143049,0.05459395501714096,0.039531479200428994,3.458544846912541,,,0.003373266486644737,0.051274606015142374,0.13699055349821346,0.6759102274477937,630.0451105866084,,,,,0.9808776330812667,0.006164366027118256,0.8211171080484715,0.025620595379717503,3.915629524883753,1.1923617739231254,0.04425493262913167,0.9994524697462498,0.005489360664496603,0.014641100612789662,,,,,,124.0,11.0,1994.0,0.029915315832676214,0.04386963987410166,0.013054034787832559,,,0.9568949802654635
openml_45496_timing-attack-dataset-20-micro,real_openml,real_openml,1.0652,11,124,2000,7997,0.0,0.0,,0.0,0.0,False,1995,0.016907708678558852,0.6958960105118859,0.00485810541672587,0.0033807361781457153,1.0661040787623066,0.4625741571207949,1.2066784018379104,3.244458389606297e-05,0.0624120415734713,0.03890374900699777,3.4592203336863303,,,0.003864237994203845,0.05193219047247975,0.12358662576843014,0.6701955973341819,619.8582560532245,,,,,0.96724152068986,0.018128932284918818,0.8004124903851394,0.027522573884273937,3.9162138273249423,1.1921424531666394,0.05314508355944225,0.9994467371436109,0.005580663482183743,0.016292732768777053,,,,,,124.0,11.0,1995.0,0.015717666465424683,0.05257414451488241,0.01795187847653809,,,0.9485144264874499
openml_45504_timing-attack-dataset-20-micro,real_openml,real_openml,1.0584,11,124,4399,17593,0.0,0.0,,0.0,0.0,False,1993,0.018756082344412266,0.7346088274800029,0.004200671599180344,0.003085850438102421,1.0582959641255605,0.4620649256164425,1.2053541677039594,3.891040837722404e-05,0.03837876717248166,0.03593740173811184,3.459177272671961,,,0.0032130899771403276,0.04976219807072359,0.12195766963727142,0.6465086117022449,574.147595264454,,,,,0.9703018659151578,0.013799940211003801,0.8061696655066054,0.03200756734282503,3.9152173062550606,1.1896500441740858,0.026612941033877867,0.9994310241389268,0.006024892033343192,0.0169267220393433,,,,,,124.0,11.0,1993.0,0.01524752838706148,0.026352769289973554,0.015080187056034837,,,0.9738653086511598
openml_45505_timing-attack-dataset-20-micro,real_openml,real_openml,1.1828,11,124,2000,7999,0.0,0.0,,0.0,0.0,False,1995,0.04283678289531658,0.8258639958115334,0.007074039734657063,0.005842194721793441,1.1815431164901664,0.46257335326409116,1.2066763049020421,0.00020229931821735825,0.05838626712294741,0.04086000258268403,3.4580947217704203,,,0.003559594160133636,0.05061904805967281,0.12224046797177193,0.6524399754065323,570.7304942213532,,,,,0.979052608785528,0.006209155741073479,0.8106801803052587,0.02512124214802059,3.914609007301521,1.1908815268499862,0.049611587871288804,0.9994479934171268,0.006059067732990672,0.016656817461732698,,,,,,124.0,11.0,1995.0,0.037301500034005085,0.04911542018503421,0.016356842362255965,,,0.951836041438054
openml_45516_timing-attack-dataset-30-micro,real_openml,real_openml,1.1092,11,124,2000,7996,0.0,0.0,,0.0,0.0,False,1995,0.03598107925569894,0.7908637789983215,0.008332148466262864,0.0065895944232037176,1.1088534107402033,0.46257373613834046,1.2066773036707032,0.00014594769821296705,0.05983574104739796,0.04544385802272775,3.458470435985281,,,0.0036604633339546236,0.05073198910741349,0.1439757437953125,0.6928277897090538,598.7901594885278,,,,,0.9564838565976201,0.03297347619582075,0.8030314329712422,0.04560783940651579,3.91526840847557,1.1916508041322893,0.05506062075892712,0.9994482446718299,0.005775763648052305,0.01800965826461552,,,,,,124.0,11.0,1995.0,0.03039053282365153,0.05438945715482119,0.019968156708565773,,,0.9467470623844606
openml_45545_Tour-and-Travels-Customer-Chur,real_openml,real_openml,3.2589,2,6,191,763,0.0,0.0,,0.0,0.0,False,763,0.5307994757536042,0.0,0.5388295301151028,0.0,3.2625698324022347,1.5735681182709895,0.6920706861867072,0.43963098068330764,0.47792615896134505,,0.7859447953060482,0.10687505136344079,0.1197701713427497,0.10701530733635908,0.11992735004529968,1.0013123359580078,0.3863366977696323,12.688744678815222,0.9498989493848035,0.06203684060776354,1.0,,1.0,,1.0,,2.2975726022853906,0.6906640989654107,0.29603082452720636,0.9768125750426423,0.06194031129164731,0.04895979545870074,0.25688073394495414,,,0.13892529488859764,0.3460954284484624,6.0,2.0,763.0,0.0,0.22841341341954485,0.29603082452720636,,0.145478374836173,0.7715865865804551
openml_45558_Pulsar-Dataset-HTRU2,real_openml,real_openml,9.9201,2,8,3580,14318,0.0,0.0,,0.0,0.0,False,1999,0.8168738650649532,0.0,2.8819786686909037,0.0,9.921434019832189,3.5849550968339505,3.0650603974858876e-06,0.8004841888186303,0.8266142486009208,,0.441608467937083,0.42543726091279976,0.27876399268390606,0.4052865685255275,0.2662522063659299,0.9531351977933672,1.3646261145899932,2.3852351843198263,0.7218911079261807,0.1970579124271461,0.0018521006743165013,,0.592296148074037,,0.5167583791895948,,3.8414210384322685,0.07211908094735033,2.157473788984808,0.9387647800888939,0.18514252633876527,0.07211968730879438,0.05252626313156578,0.2542472903792755,0.10744928842299793,0.03601800900450225,0.18638157034858224,8.0,2.0,1999.0,0.0,0.6832911159900649,2.157473788984808,1.2064735979118333,0.08454227113556778,0.31670888400993513
openml_45707_cylinder-bands,real_openml,real_openml,1.3684,2,37,108,432,0.0,0.0,,0.0,0.0,False,432,0.1574074074074074,0.0,0.2382800616969758,0.0,1.3736263736263736,1.6523605537056392,0.9654307464531909,0.04835606123985625,0.606233910538858,,0.9820525584558656,,,0.10002425877512734,0.13414903344008242,0.9481407161221548,1.0429895000360128,26.581127106066052,,,,,0.9074074074074074,,0.6712962962962963,,2.597467629957639,0.9638993992340327,0.5810765483398711,0.9844071502057613,0.03694548220386608,0.031256330030398696,0.4097222222222222,0.4100029335816766,0.11499676757609331,0.2152777777777778,0.41149144910153523,37.0,2.0,432.0,0.0,0.3675195542872361,0.5810765483398711,,0.6898148148148148,0.6324804457127639
openml_46184_Flare,real_openml,real_openml,7.6977,6,11,214,852,0.0,0.0,,0.0,0.0,False,852,0.5371228526179741,0.9613604555575047,4.869979745488837,4.681805946678969,7.794117647058823,0.750083247876346,0.6394821291734956,0.0672573898960106,0.44319179822965793,0.32162658069040595,2.360418192636169,0.17137617520715587,0.11786355780433981,0.17157755731668245,0.11800205787226503,1.0011750881316095,0.6886304415816361,10.139050092723808,0.7966945758253825,0.2136018289853045,,,0.4252750233586357,0.45968778768606783,0.38468809035145074,0.4636173168527314,2.8776967723187856,0.41255030957900285,4.47186119372399,0.9735268024421962,0.23280466819372955,0.3451344235876441,0.43661971830985913,,,0.32511737089201875,0.46869382250181624,11.0,6.0,852.0,0.6362511987002984,1.395869479716598,3.5282830656497706,,0.17253521126760563,0.10401267758603588
openml_46334_glass_clean,real_openml,real_openml,8.4444,6,9,43,171,0.0,0.0,,0.0,0.0,False,171,0.7657246611507086,0.7605338045565668,4.038296301484917,3.0712608500950367,8.714285714285714,2.0133231257717834,0.6255367816647759,0.1372331877058992,0.49524025968160224,0.27931256774975455,2.1710541960089595,0.22580342293985822,0.18584520324183856,0.22713167836891626,0.1869384103197317,1.0058823529411762,0.8775399847475475,6.237392686621452,0.7418372916022503,0.22097443559772503,0.0005803555281076197,0.001487037675115476,0.24237775278841633,0.28966792900521326,0.050940170940170934,0.15101754571569295,3.8363065324162,0.5652730526934941,5.338017573345689,0.9700420642248897,0.34807078936454355,0.14662198043614671,0.52046783625731,0.4050944338153044,0.14838253857922312,0.2982456140350877,0.4588314677411235,9.0,6.0,171.0,0.6404213726292659,1.538376616059349,4.254550775763367,,0.6023391812865497,0.07916968376526992
openml_46459_Credit_Score_Classification_do,real_openml,real_openml,2.0929,3,13,6573,26289,0.0,0.0,,0.0,0.0,False,1998,0.28285957420782276,0.6055871207045898,0.07600503697972129,0.04602767150359528,2.0927777777777776,1.6366228740692035,1.6862532287308123,0.054716064119561425,,,1.5231653819017725,,,,,,,200.09786204184462,,,,,0.0,0.0,0.0,0.0,3.1521761537408017,1.6803454795903157,,0.9991713435156878,0.0076121022301739874,0.010007530126736759,0.7782782782782782,0.527244986590242,0.09294500929996208,0.6181181181181181,0.4859694553460701,13.0,3.0,1998.0,0.22526117625393047,,,,0.9309309309309309,
openml_46630_Skin_Cancer_PAD-UFES-20,real_openml,real_openml,1.4038,2,25,460,1838,0.0,0.0,,0.0,0.0,False,1838,0.16757344940152338,0.0,3.7975552537362507,0.0,1.4026143790849672,0.9452126787325139,1.1660309703465979,0.054627728248012986,,,0.9796480581767066,,,,,,,4.153846032544848,,,,,0.0,,0.0,,1.6890195308314582,1.0288245592866117,,0.8699555153505786,0.2358412060777627,0.3031315301135552,0.117519042437432,0.12237564162691016,0.18783313233078033,0.05059847660500544,0.2192359942222555,25.0,2.0,1838.0,0.0,,,,0.11643090315560392,
openml_46761_mental_health_detection,real_openml,real_openml,157.0,10,15,108,432,0.0,0.0,,0.0,0.0,False,432,1.073724799532131,0.6897405805037249,2.0934574560898893,1.4439425610232914,128.0,1.762061438976424,0.30343411107185453,0.1350543694616,0.29892373037869313,0.1613017865670422,2.4348969144343715,0.551646500638199,0.3670343264766247,0.5529264229134618,0.36788591424107175,1.0023201856148498,2.5684004425949594,27.603741670113994,0.9460479792162175,0.031139227613125386,,,0.2706012198703128,0.38266650988538103,0.18695054536824207,0.34892496270625384,4.108749409002705,0.2692672487332934,1.264692689089253,0.9921017661179699,0.08820894440809032,0.04873766622802461,0.7939814814814815,0.6082556720097432,0.3189065791545598,0.7083333333333334,0.45505666254356725,15.0,10.0,432.0,1.5203508826483416,1.0123447000493797,0.40563649846956096,,0.7615740740740741,0.32390442699304994
openml_46826_SOCC,real_openml,real_openml,118.4286,4,13,209,834,0.0,0.0,,0.0,0.0,False,834,1.2808292440372824,0.4956837844136605,0.11315485423230036,0.05608902637064275,110.5,0.1341977968162363,0.4028294625380392,0.6760400812311846,,,0.9068344570871364,,,,,,,1221.8938977674175,,,,,0.0,0.0,0.0,0.0,1.0402900990740997,0.4005998879332848,,0.998220128932825,0.0007421548292728675,0.0022295756338597495,0.2961630695443645,,,0.24580335731414868,0.4308208638720023,13.0,4.0,834.0,1.3147325159887395,,,,0.09832134292565947,
openml_46913_blood-transfusion-service-cent,real_openml,real_openml,3.2022,2,4,150,598,0.0,0.0,,0.0,0.0,False,598,0.5250836120401338,0.0,0.26284830040068974,0.0,3.211267605633803,2.8671769200662456,0.17256513624785183,0.4322490135905305,0.3401326959093274,,0.7907877320094978,0.46509660057119945,0.350777507429824,0.4658756568535629,0.35136507444394405,1.001675041876046,1.1312317309279667,19.519314149492715,0.9586958032497694,0.02990466641328772,0.2705741976879004,,0.9933110367892977,,0.9882943143812709,,3.617451562017707,0.19567636158376162,0.13082548386996792,0.9930817328665228,0.04051309005803616,0.026225737923285704,0.4765886287625418,,,0.3093645484949833,0.4626186452526426,4.0,2.0,598.0,0.0,0.11569025082654696,0.13082548386996792,,0.32608695652173914,0.8843097491734531
openml_46915_churn,real_openml,real_openml,6.0721,2,19,1000,4000,0.0,0.0,,0.0,0.0,False,2000,0.717,0.0,0.1876773992422641,0.0,6.067137809187279,2.928767023338766,1.0893161189424705,0.6790736872138956,0.43456275940964634,,0.5881537361455434,0.04449685596798103,0.16517380230674017,0.04426308431448684,0.16434315464029972,0.997345602098761,0.7401359709931329,36.13728976877171,0.9865463758161455,0.021722995592492498,0.06417030700747539,,0.99,,0.939,,3.500645224160302,1.0924521244444174,0.23280968915934755,0.99119975,0.01627553532400763,0.019642302628964905,0.217,0.4322863584262411,0.06510565530620314,0.141,0.3481085890852127,19.0,2.0,2000.0,0.0,0.18884479186572617,0.23280968915934755,,0.641,0.8111552081342739
openml_46935_HR_Analytics_Job_Change_of_Dat,real_openml,real_openml,3.0105,2,12,3832,15326,0.0,0.0,,0.0,0.0,False,1999,0.501239723345948,0.0,0.30686302258624115,0.0,3.009942438513867,1.993780800967719,0.9834830844459519,0.4022418987566999,0.42032769430763156,,0.8098876377538533,0.09858548480770112,0.09587586041304255,0.09927262839436726,0.09620975715614764,1.0042381373214992,0.4785089146811412,31.700267423475953,0.9799629708108041,0.03078055222331111,0.919224162774589,,0.9989994997498749,,0.9974987493746873,,2.7781201483259497,0.9725112278336225,0.21458773889850122,0.9967572580687543,0.025548290395622435,0.028734945750596073,0.4382191095547774,0.43313843153187187,0.1446369175231433,0.3006503251625813,0.4586555812708215,12.0,2.0,1999.0,0.0,0.17667537060196978,0.21458773889850122,1.0119932727549352,0.5397698849424712,0.8233246293980302
openml_46948_PhishingWebsites,real_openml,real_openml,1.257,2,30,2211,8844,0.0,0.0,,0.0,0.0,False,1999,0.11397557666214382,0.0,2.054653290133419,0.0,1.2572741194486983,0.8159923443044834,0.36911223174496827,0.02546194839815885,0.8463965264926855,,0.990678026008586,0.11786988985175294,0.17196293560300116,0.11798827416851414,0.17303170947598603,0.9982672044245035,1.1464367761728786,18.347897823550248,0.9429740790750633,0.12820384785664693,0.0,,0.8624312156078039,,0.8624312156078039,,1.7526762814242045,0.3121609395582272,2.525932458251967,0.9937249765453011,0.05399408888886507,0.12609384565533738,0.16008004002001,,,0.07603801900950476,0.2651252571092292,30.0,2.0,1999.0,0.0,0.7163870800588833,2.525932458251967,,0.256128064032016,0.28361291994111676
openml_46951_Pumpkin_Seeds,real_openml,real_openml,1.0833,2,12,500,2000,0.0,0.0,,0.0,0.0,False,2000,0.04,0.0,2.222734220744888,0.0,1.0833333333333333,3.5845386167874556,0.0014118600842223622,0.0031948881789137795,0.7651258443052831,,0.9988455359952018,0.4466032363319997,0.3400787345233375,0.44682664965682795,0.3402488589528137,1.000500250125062,1.9401111126047754,4.127990129825195,0.7698344558978177,0.21371417349251806,0.001949901308031119,,0.878,,0.7345,,4.341415178879733,0.20893947449264597,1.4120654851387924,0.98906725,0.24196897390292435,0.20937400660573835,0.261,0.3583523341020987,0.14874591352100158,0.178,0.38260840894744935,12.0,2.0,2000.0,0.0,0.5854175576238723,1.4120654851387924,1.430512868057572,0.339,0.41458244237612774
openml_46_splice,real_openml,real_openml,2.1578,3,60,638,2552,0.0,0.0,,0.0,0.0,False,2552,0.3934528327918877,0.18596608552818075,1.7390665822209483,0.3234074047685019,2.1563517915309447,1.9742861643225114,0.05850549557659189,0.12373904488479814,0.6623239224322635,0.03982698343812417,1.4801702169281388,0.024498014257220764,0.02047673309909134,0.02450761755563598,0.02048476004268171,1.0003920031360256,0.24738774857689824,26.594146082568855,0.9785984328411302,0.053977012994558295,0.4166666666666667,0.14433756729740643,0.7724948428425602,0.08236534429667823,0.6973048319847969,0.12339304337481005,3.3987986356575957,0.14756600639635964,1.5839003526602191,0.9984783586049666,0.055657745593054295,0.09200068544873917,,,,,,60.0,3.0,2552.0,0.3078147238764248,0.8789321450618985,0.9112079997879776,1.1499238942962955,,0.31280664768091754
openml_47046_Accidents_Prediction_Dataset,real_openml,real_openml,6.9365,2,6,100,400,0.0,0.0,,0.0,0.0,False,400,0.75,0.0,0.08946032760120005,0.0,7.0,2.0114705672526214,0.6801645897477545,0.72,0.19692264799139847,,0.5435644431995964,0.024985622893608242,0.018732182674336812,0.025048243502364138,0.01877913050058827,1.0025062656641595,0.07575855841109878,64.03200970218587,0.9930240453224554,0.006105225299740557,0.9495798319327731,,0.955,,0.955,,2.5465460617884528,0.6835889743187257,0.04034297034936096,0.98000625,0.008488948663765594,0.004477864425428528,0.3125,0.38175835025425975,0.2185072423908571,0.23,0.42135953727087133,6.0,2.0,400.0,0.0,0.03877852929194423,0.04034297034936096,,0.315,0.9612214707080557
openml_47049_Accidents_Prediction_Dataset,real_openml,real_openml,6.9365,2,6,100,400,0.0,0.0,,0.0,0.0,False,400,0.75,0.0,0.08946032760120005,0.0,7.0,2.0114705672526214,0.6801645897477545,0.72,0.19692264799139847,,0.5435644431995964,0.024985622893608242,0.018732182674336812,0.025048243502364138,0.01877913050058827,1.0025062656641595,0.07575855841109878,64.03200970218587,0.9930240453224554,0.006105225299740557,0.9495798319327731,,0.955,,0.955,,2.5465460617884528,0.6835889743187257,0.04034297034936096,0.98000625,0.008488948663765594,0.004477864425428528,0.3125,0.38175835025425975,0.2185072423908571,0.23,0.42135953727087133,6.0,2.0,400.0,0.0,0.03877852929194423,0.04034297034936096,,0.315,0.9612214707080557
openml_47051_Accidents_Prediction_Dataset_P,real_openml,real_openml,6.9365,2,6,100,400,0.0,0.0,,0.0,0.0,False,400,0.75,0.0,0.08946032760120005,0.0,7.0,2.0114705672526214,0.6801645897477545,0.72,0.19692264799139847,,0.5435644431995964,0.024985622893608242,0.018732182674336812,0.025048243502364138,0.01877913050058827,1.0025062656641595,0.07575855841109878,64.03200970218587,0.9930240453224554,0.006105225299740557,0.9495798319327731,,0.955,,0.955,,2.5465460617884528,0.6835889743187257,0.04034297034936096,0.98000625,0.008488948663765594,0.004477864425428528,0.3125,0.38175835025425975,0.2185072423908571,0.23,0.42135953727087133,6.0,2.0,400.0,0.0,0.03877852929194423,0.04034297034936096,,0.315,0.9612214707080557
openml_47151_aztrees3,real_openml,real_openml,7.8368,2,21,1192,4764,0.0,0.0,,0.0,0.0,False,1999,0.7737195633921075,0.0,2.0588678045555944,0.0,7.838589981447124,3.503601439815907,0.2162286201346369,0.7491408170963234,0.739600482903815,,0.5090670844288661,0.36491018548888193,0.2961534064990348,0.3358867708043628,0.284322200156886,0.9163641231730524,2.019928914183686,3.4144444884227703,0.9505463444595728,0.07868658255835605,6.024445118782375e-16,,0.38369184592296146,,0.054527263631815905,,3.8635763113958177,0.21164443100569888,1.2075487648466114,0.803768317375296,0.14909221284895416,0.05920195465012811,0.028514257128564282,0.10798712018366236,0.11361966618180318,0.011005502751375688,0.10435434489772767,21.0,2.0,1999.0,0.0,0.5470088743115563,1.2075487648466114,1.6482344667789082,0.062031015507753876,0.4529911256884437
openml_50_tic-tac-toe,real_openml,real_openml,1.8855,2,9,192,766,0.0,0.0,,0.0,0.0,False,766,0.30809399477806787,0.0,0.0875385534087913,0.0,1.890566037735849,1.5382646665072282,0.03322014693749032,0.1733857159756681,0.2601708007082612,,0.9304017190069437,0.07772033960049463,0.05074012034622183,0.07782193481565897,0.05080644730092294,1.0013071895424874,0.2776555669535761,47.58474651872722,0.9920377841888435,0.011102241161291295,1.0,,1.0,,1.0,,2.4491138652829085,0.058219804766656516,0.0726032775832968,0.9959829980434798,0.01955252023126317,0.02649706380772476,0.391644908616188,0.48534128664145487,0.06336666488632275,0.26370757180156656,0.44093049338289186,9.0,2.0,766.0,0.0,0.06768884554117777,0.0726032775832968,1.025862878000942,0.5509138381201044,0.9323111544588223
openml_730_fri_c1_250_5,real_openml,real_openml,1.1008,2,5,50,200,0.0,0.0,,0.0,0.0,False,200,0.05,0.0,0.29722856925672203,0.0,1.105263157894737,2.3219280948873626,0.0,0.004987531172069959,0.46501529296436106,,0.99819587904281,0.1690260718855272,0.28033423481216396,0.1698754491311832,0.2817429495599639,1.0050251256281408,0.708162583315423,7.149476040327249,0.9478798546996675,0.04824244853781925,0.7884595349245377,,0.935,,0.825,,3.1805059273191487,0.10419837159365088,0.27589952055664463,0.9619,0.13961804661102412,0.10419837159365088,0.295,0.37967213566921065,0.10777478895066546,0.175,0.38092059869815753,5.0,2.0,200.0,0.0,0.21623922269073054,0.27589952055664463,1.0371159675507626,0.54,0.7837607773092694
openml_807_kin8nm,real_openml,real_openml,1.0358,2,8,1639,6553,0.0,0.0,,0.0,0.0,False,1999,0.017549214100412026,0.0,0.4791729659290145,0.0,1.0357253805529667,3.5849561804964467,0.0,0.0006129250635316108,0.5210701257071245,,0.999778854943674,0.017056032728802087,0.010856327837841158,0.016931465798330894,0.010852830658459836,0.990801375381974,0.059571517854418776,31.423712379741364,0.9662999286951495,0.06448748999910114,0.9839295611144405,,0.9934967483741871,,0.9804902451225613,,4.5529189710979505,0.051888469394720714,0.3727101196107968,0.9971116123344314,0.031816064342169326,0.05188846939472071,0.3776888444222111,0.450919261434505,0.0666948375603979,0.22661330665332666,0.418745069793661,8.0,2.0,1999.0,0.0,0.27151407590443855,0.3727101196107968,1.0167719887906668,0.8364182091045522,0.7284859240955615
openml_838_fri_c4_500_25,real_openml,real_openml,1.3148,2,25,100,400,0.0,0.0,,0.0,0.0,False,400,0.135,0.0,0.189239847668373,0.0,1.3121387283236994,2.8072748287208986,2.3676962719201052e-05,0.035797588941540504,0.47757669296156025,,0.9868132147842471,0.05708114232395759,0.11968787427137269,0.05722420283103517,0.11998784388107536,1.0025062656641601,0.6637714552705497,25.395103657512042,0.9905303969586702,0.021888652365387607,0.3283257035441331,,0.9575,,0.635,,3.7552296388263238,0.07708447115052028,0.29547019021872045,0.99279375,0.03885840467882245,0.0770809007252399,0.5575,0.48962921005609433,0.032531385940782025,0.365,0.4820330794917614,25.0,2.0,400.0,0.0,0.22807949766010038,0.29547019021872045,1.0430028692020412,1.0,0.7719205023398996
openml_853_boston,real_openml,real_openml,1.4211,2,13,102,404,0.0,0.0,,0.0,0.0,False,404,0.17326732673267325,0.0,1.5895903222916339,0.0,1.4191616766467066,2.3606027970555576,0.7594205256401242,0.058293083347212615,0.7444282761594208,,0.9782343371278984,0.39572012547121216,0.21544394514427795,0.39670206126642626,0.21597854550443743,1.0024813895781648,1.626184458342021,5.263452757625378,0.8229765184787544,0.10952839099524421,0.010909015391494846,,0.8514851485148515,,0.556930693069307,,3.1529830224104014,0.6999008020994262,1.2430248237113348,0.9761665522987942,0.18585411177305444,0.11763160240636286,0.28465346534653463,0.3275896051793711,0.16545687824539537,0.15841584158415842,0.36558320835318886,13.0,2.0,404.0,0.0,0.5541734583456868,1.2430248237113348,1.4157363961883844,0.3341584158415842,0.44582654165431324
openml_939_chscase_whale,real_openml,real_openml,1.0541,2,8,46,182,0.0,0.0,,0.0,0.0,False,182,0.02197802197802198,0.0,45.50000000000004,0.0,1.0449438202247192,2.140795068215858,0.46152487132296965,0.0009656004828003661,0.9785409298017644,,0.999651536962123,0.27717411451046126,0.24078505946550838,0.2787054632094142,0.2421153636614505,1.0055248618784531,1.0361583604701166,7.5026969622736255,0.871262926663628,0.3348574846844127,0.0,,0.5,,0.0,,3.007207645642664,0.7813554235976827,22.552882238070033,0.8104697500301896,0.13323895953531723,0.3201591242628657,0.03296703296703297,0.27567530220069675,0.08322566612567377,0.01098901098901099,0.10453850114247812,8.0,2.0,182.0,0.0,0.9575423512973017,22.552882238070033,,0.16483516483516483,0.04245764870269831
openml_970_analcatdata_authorship,real_openml,real_openml,1.653,2,70,169,672,0.0,0.0,,0.0,0.0,False,672,0.24702380952380953,0.0,1.8742111678713944,0.0,1.6561264822134387,2.7695504943709017,0.33685203937363595,0.11502274909212351,0.952370454247681,,0.9555238660560091,0.14713190328477682,0.11449276519442864,0.14735117586791358,0.11466339524687934,1.0014903129657224,1.5619933847997363,8.719877029703436,0.9009636464727011,0.12712620553872112,1.7145234317526268e-13,,0.7574404761904762,,0.0,,3.615494390112983,0.34115954471284043,9.753784609875616,0.9137325503117913,0.10957997031392845,0.11261869777739299,0.01488095238095238,0.43236785971237457,0.02824496414704059,0.005952380952380952,0.07697901156062079,70.0,2.0,672.0,0.0,0.9070094821239342,9.753784609875616,,0.9092261904761905,0.09299051787606581
openml_981_kdd_internet_usage,real_openml,real_openml,2.723,2,68,2022,8086,0.0,0.0,,0.0,0.0,False,1999,0.46277516695523124,0.0,1.085652424336695,0.0,2.7228360957642725,0.8686156064580942,0.8016685345356501,0.3527168005118284,0.7067534458846686,,0.8394981341530169,0.04731267803832325,0.0636926035131019,0.048391610768783115,0.06508421226507631,1.0280802212807532,0.673504727057322,46.81320214791972,0.9860115765512245,0.03860211414421685,0.0,,0.9894947473736868,,0.9769884942471235,,1.6901808051220928,0.781944964728275,0.9980037276219414,0.995791542594709,0.01793293548901829,0.05008706553090433,0.3386693346673337,0.4552349716976497,0.059189887063232714,0.21210605302651325,0.4089018433265556,68.0,2.0,1999.0,0.0,0.49950043326985316,0.9980037276219414,2.2187417724840905,0.8214107053526764,0.5004995667301468
openml_983_cmc,real_openml,real_openml,1.3418,2,9,295,1178,0.0,0.0,,0.0,0.0,False,1178,0.1460101867572156,0.0,0.12950296333549277,0.0,1.341948310139165,1.5768041115643454,0.9502592782630319,0.041747926291992754,0.38035209919515833,,0.9845664972341445,0.18072155791567115,0.1540141058064529,0.18087510214499608,0.15414495891249033,1.0008496176720485,0.7087651736064147,45.649865649555224,0.9816200594788526,0.017856854612968896,0.75,,0.9974533106960951,,0.9974533106960951,,2.5398028235876313,0.9365336134955276,0.16913627912450854,0.997657968240608,0.021567785210858274,0.018677590168445612,0.5797962648556876,,,0.39134125636672323,0.48825777070099663,9.0,2.0,1178.0,0.0,0.14466771936216358,0.16913627912450854,1.0305665631565883,0.5645161290322581,0.8553322806378364
pmlb_adult,real_pmlb,real_pmlb,3.1792,2,14,9769,39073,0.0,0.0,,0.0,0.0,False,1999,0.5214598315972666,0.0,0.35010524446518565,0.0,3.1793774735265803,1.76537913371141,1.1598177723144205,0.42796266608967615,0.5165730185910554,,0.7935730699043289,0.06899403534907327,0.08714889800779976,0.06719900188064122,0.08705089051925172,0.9623720735741867,0.4231332786566881,13.433678077872566,0.9664374144487027,0.03501989064360689,0.018196002108585463,,0.8549274637318659,,0.8084042021010506,,2.4998788012828763,1.1368809383356753,0.3639730483610605,0.9881721751320883,0.05907340233286308,0.05597215708409283,0.3106553276638319,0.3722608403552684,0.17271575781727425,0.2236118059029515,0.4167690701557985,14.0,2.0,1999.0,0.0,0.2668476835362749,0.3639730483610605,,0.4062031015507754,0.733152316463725
